sep=;
"SCHEDULE";"GROUP";"LINE";"BLACKOUT";"NEXUS";"BARGE";"OFFSITE";"COMMENT";"DAY_001";"DAY_002";"DAY_003";"DAY_004";"DAY_005";"DAY_006";"DAY_007";"DAY_008";"DAY_009";"DAY_010";"DAY_011";"DAY_012";"DAY_013";"DAY_014";"DAY_015";"DAY_016";"DAY_017";"DAY_018";"DAY_019";"DAY_020";"DAY_021";"DAY_022";"DAY_023";"DAY_024";"DAY_025";"DAY_026";"DAY_027";"DAY_028";"DAY_029";"DAY_030";"DAY_031";"DAY_032";"DAY_033";"DAY_034";"DAY_035";"DAY_036";"DAY_037";"DAY_038";"DAY_039";"DAY_040";"DAY_041";"DAY_042";"DAY_043";"DAY_044";"DAY_045";"DAY_046";"DAY_047";"DAY_048";"DAY_049";"DAY_050";"DAY_051";"DAY_052";"DAY_053";"DAY_054";"DAY_055";"DAY_056"
"Begin April 29, 2021";"TSU";"22";"1";"";"";"";"";"07AW";"07AW";"----";"----";"07AW";"07AW";"07AW";"----";"----";"13AS";"13AS";"13AS";"----";"----";"10BB";"10BB";"----";"----";"07AW";"07AW";"07AW";"07AW";"----";"----";"----";"----";"13AS";"13AS";"13AS";"13AS";"----";"----";"13AS";"13AS";"----";"----";"----";"13AS";"13AS";"13AS";"----";"----";"10BB";"10BB";"----";"----";"----";"13AS";"13AS";"13AS";"13AS";"----";"----";"----";"----";"07AW"
"Begin April 29, 2021";"TSU";"23";"1";"";"";"";"";"13AS";"13AS";"----";"----";"----";"----";"07AW";"07AW";"07AW";"----";"----";"07AW";"07AW";"07AW";"----";"----";"13AS";"13AS";"13AS";"----";"----";"07AW";"07AW";"----";"----";"07AW";"07AW";"07AW";"07AW";"----";"----";"----";"----";"07AW";"07AW";"07AW";"07AW";"----";"----";"07AW";"07AW";"----";"----";"----";"13AS";"13AS";"13AS";"----";"----";"10BB";"10BB";"----";"----";"----";"13AS";"13AS"
"Begin April 29, 2021";"TSU";"24";"";"";"";"";"";"13AS";"13AS";"----";"----";"----";"----";"07AW";"07AW";"07AW";"----";"----";"07AW";"07AW";"07AW";"----";"----";"07AW";"07AW";"07AW";"----";"----";"07AW";"07AW";"----";"----";"07AW";"07AW";"07AW";"07AW";"----";"----";"----";"----";"13AS";"13AS";"13AS";"13AS";"----";"----";"13AS";"13AS";"----";"----";"----";"13AS";"13AS";"13AS";"----";"----";"10BB";"10BB";"----";"----";"----";"13AS";"13AS"
"Begin April 29, 2021";"TSU";"25";"1";"";"";"";"";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"----"
"Begin April 29, 2021";"TSU";"26";"1";"";"";"";"";"10AL";"10AL";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"10AL";"10AL";"10AL";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"10AL";"10AL";"10AL";"06BM";"----";"----";"----";"10AL";"10AL";"10AL";"06BM";"----";"----";"10AL";"10AL"
"Begin April 29, 2021";"TSU";"27";"1";"";"";"";"";"06BM";"06BM";"06BM";"----";"----";"----";"10AL";"10AL";"10AL";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"----";"----";"06BM";"10AL";"10AL";"10AL";"----";"----";"----";"06BM";"10AL";"10AL";"10AL";"----";"----";"----";"06BM";"10AL";"10AL";"10AL";"----";"----";"----";"06BM";"10AL";"----";"----";"06BM";"06BM";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----"
"Begin April 29, 2021";"TSU";"28";"1";"";"";"";"";"06BM";"----";"----";"----";"06BM";"10AL";"10BB";"10BB";"----";"----";"----";"06BM";"06BM";"----";"----";"10AL";"06BM";"----";"----";"----";"10BB";"10BB";"10AL";"06BM";"----";"----";"----";"10BB";"10BB";"10AL";"06BM";"----";"----";"----";"10BB";"10BB";"10AL";"06BM";"----";"----";"10BB";"10BB";"10BB";"----";"----";"----";"06BM";"10AL";"10BB";"----";"----";"----";"----";"06BM";"06BM";"06BM"
"Begin April 29, 2021";"DET";"1";"";"";"";"";"";"20AT";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----"
"Begin April 29, 2021";"DET";"2";"";"";"";"";"";"20AT";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----"
"Begin April 29, 2021";"DET";"3";"";"";"";"";"";"20AT";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----"
"Begin April 29, 2021";"DET";"4";"";"";"";"";"";"20AT";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----"
"Begin April 29, 2021";"DET";"5";"";"";"";"";"";"13BB";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----"
"Begin April 29, 2021";"DET";"6";"";"";"";"";"";"13BB";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----"
"Begin April 29, 2021";"DET";"7";"";"";"";"";"";"13BB";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----"
"Begin April 29, 2021";"DET";"8";"";"";"";"";"";"13BB";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----"
"Begin April 29, 2021";"DET";"9";"";"";"";"";"";"06BL";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----"
"Begin April 29, 2021";"DET";"10";"";"";"";"";"";"06BL";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----"
"Begin April 29, 2021";"DET";"11";"";"";"";"";"";"06BL";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----"
"Begin April 29, 2021";"DET";"12";"";"";"";"";"";"06BL";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----"
"Begin April 29, 2021";"DET";"13";"";"";"";"";"";"----";"----";"20AT";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO"
"Begin April 29, 2021";"DET";"14";"";"";"";"";"";"----";"----";"20AT";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO"
"Begin April 29, 2021";"DET";"15";"";"";"";"";"";"----";"----";"20AT";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO"
"Begin April 29, 2021";"DET";"16";"";"";"";"";"";"----";"----";"20AT";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO"
"Begin April 29, 2021";"DET";"17";"";"";"";"";"";"----";"----";"13BB";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR"
"Begin April 29, 2021";"DET";"18";"";"";"";"";"";"----";"----";"13BB";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR"
"Begin April 29, 2021";"DET";"19";"";"";"";"";"";"----";"----";"13BB";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR"
"Begin April 29, 2021";"DET";"20";"";"";"";"";"";"----";"----";"13BB";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR"
"Begin April 29, 2021";"DET";"21";"";"";"";"";"";"----";"----";"06BL";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE"
"Begin April 29, 2021";"DET";"22";"";"";"";"";"";"----";"----";"06BL";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE"
"Begin April 29, 2021";"DET";"23";"";"";"";"";"";"----";"----";"06BL";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE"
"Begin April 29, 2021";"DET";"24";"";"";"";"";"";"----";"----";"06BL";"06BO";"----";"----";"----";"06BO";"06BO";"----";"----";"06BO";"06BO";"06BO";"----";"----";"06BO";"06BO";"----";"----";"----";"19AR";"19AR";"----";"----";"19AR";"19AR";"19AR";"----";"----";"19AR";"19AR";"----";"----";"----";"19AR";"19AR";"----";"----";"12BE";"12BE";"12BE";"----";"----";"12BE";"12BE";"----";"----";"----";"12BE";"12BE";"----";"----";"12BE";"12BE";"12BE"
"Begin April 29, 2021";"OIDP";"1";"";"";"";"";"";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ"
"Begin April 29, 2021";"OIDP";"2";"";"";"";"";"";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ"
"Begin April 29, 2021";"OIDP";"3";"";"";"";"";"";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ"
"Begin April 29, 2021";"OIDP";"4";"";"";"";"";"";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM"
"Begin April 29, 2021";"OIDP";"5";"";"";"";"";"";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM"
"Begin April 29, 2021";"OIDP";"6";"";"";"";"";"";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN"
"Begin April 29, 2021";"OIDP";"7";"";"";"";"";"";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN"
"Begin April 29, 2021";"OIDP";"8";"";"";"";"";"";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ"
"Begin April 29, 2021";"OIDP";"9";"";"";"";"";"";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ"
"Begin April 29, 2021";"OIDP";"10";"";"";"";"";"";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ"
"Begin April 29, 2021";"OIDP";"11";"";"";"";"";"";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----"
"Begin April 29, 2021";"OIDP";"12";"";"";"";"";"";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----"
"Begin April 29, 2021";"OIDP";"13";"";"";"";"";"";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----"
"Begin April 29, 2021";"OIDP";"14";"";"";"";"";"";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----"
"Begin April 29, 2021";"OIDP";"15";"";"";"";"";"";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----"
"Begin April 29, 2021";"OIDP";"16";"";"";"";"";"";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----"
"Begin April 29, 2021";"OIDP";"17";"";"";"";"";"";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN"
"Begin April 29, 2021";"OIDP";"18";"";"";"";"";"";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN"
"Begin April 29, 2021";"OIDP";"19";"";"";"";"";"";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN"
"Begin April 29, 2021";"IRPA";"1";"";"";"";"";"10 Hour Shift";"08FN";"08FN";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"08FN";"08FN";"08FN"
