sep=;
"SCHEDULE";"GROUP";"LINE";"BLACKOUT";"NEXUS";"BARGE";"OFFSITE";"COMMENT";"DAY_001";"DAY_002";"DAY_003";"DAY_004";"DAY_005";"DAY_006";"DAY_007";"DAY_008";"DAY_009";"DAY_010";"DAY_011";"DAY_012";"DAY_013";"DAY_014";"DAY_015";"DAY_016";"DAY_017";"DAY_018";"DAY_019";"DAY_020";"DAY_021";"DAY_022";"DAY_023";"DAY_024";"DAY_025";"DAY_026";"DAY_027";"DAY_028";"DAY_029";"DAY_030";"DAY_031";"DAY_032";"DAY_033";"DAY_034";"DAY_035";"DAY_036";"DAY_037";"DAY_038";"DAY_039";"DAY_040";"DAY_041";"DAY_042";"DAY_043";"DAY_044";"DAY_045";"DAY_046";"DAY_047";"DAY_048";"DAY_049";"DAY_050";"DAY_051";"DAY_052";"DAY_053";"DAY_054";"DAY_055";"DAY_056"
"Import Errors";"TRAFFIC";"12";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----"
"Import Errors";"TRAFFIC";"13";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"06BM";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM"
"Import Errors";"TRAFFIC";"14";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"13AZ";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ"
"Import Errors";"TRAFFIC";"15";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"06BM";"06BM";"06BM";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM"
"Import Errors";"TRAFFIC";"16";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ"
"Import Errors";"TRAFFIC";"17";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----"
"Import Errors";"TRAFFIC";"18";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----"
"Import Errors";"TRAFFIC";"19";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ"
"Import Errors";"TRAFFIC";"20";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM"
"Import Errors";"TRAFFIC";"21";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU"
"Import Errors";"TRAFFIC";"22";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"06BM";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM"
"Import Errors";"TRAFFIC";"23";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"20AU"
"Import Errors";"TRAFFIC";"24";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"----"
"Import Errors";"TRAFFIC";"25";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----"
"Import Errors";"TRAFFIC";"26";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----"
"Import Errors";"TRAFFIC";"27";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----"
"Import Errors";"TRAFFIC";"28";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"20AU";"20AU";"20AU";"20AU";"20AU";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----";"----";"----";"----";"06BM";"06BM";"06BM";"06BM";"06BM";"----";"----"
"Import Errors";"TRAFFIC";"29";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"08FN";"08FN";"08FN";"08FN";"----";"----";"08FN";"08FN";"08FN";"----";"----";"08FN";"08FN";"08FN";"----";"----";"----";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"----";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG"
"Import Errors";"TRAFFIC";"30";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"----";"----";"08FN";"08FN";"08FN";"08FN";"----";"----";"08FN";"08FN";"08FN";"----";"----";"08FN";"08FN";"08FN";"----";"----";"----";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN"
"Import Errors";"TRAFFIC";"31";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----"
"Import Errors";"TRAFFIC";"32";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----";"----";"----";"----";"08FN";"08FN";"08FN";"08FN";"08FN";"----";"----"
"Import Errors";"TRAFFIC";"33";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"----";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"10BG";"10BG"
"Import Errors";"TRAFFIC";"34";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"----";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"10BG";"10BG"
"Import Errors";"TRAFFIC";"35";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG"
"Import Errors";"TRAFFIC";"36";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----"
"Import Errors";"TRAFFIC";"37";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----"
"Import Errors";"TRAFFIC";"38";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"10BG";"----";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG"
"Import Errors";"TRAFFIC";"39";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"10BG";"----";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"10BG";"----";"----";"10BG";"10BG";"10BG";"----";"----";"10BG"
"Import Errors";"TRAFFIC";"40";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG"
"Import Errors";"TRAFFIC";"41";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"10BG";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG"
"Import Errors";"TRAFFIC";"42";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"12CN";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN"
"Import Errors";"TRAFFIC";"43";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"12CN";"12CN";"12CN";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN"
"Import Errors";"TRAFFIC";"44";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"10BG";"10BG";"10BG";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG"
"Import Errors";"TRAFFIC";"45";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----"
"Import Errors";"TRAFFIC";"46";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----";"----";"----";"----";"10BG";"10BG";"10BG";"10BG";"10BG";"----";"----"
"Import Errors";"TRAFFIC";"47";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN"
"Import Errors";"TRAFFIC";"48";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----"
"Import Errors";"TRAFFIC";"49";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----"
"Import Errors";"TRAFFIC";"50";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN";"----";"----";"----";"----";"12CN";"12CN";"12CN";"12CN";"12CN"
"Import Errors";"TRAFFIC";"51";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ"
"Import Errors";"TRAFFIC";"52";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----"
"Import Errors";"TRAFFIC";"53";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----"
"Import Errors";"TRAFFIC";"54";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----";"----";"----";"----";"13AZ";"13AZ";"13AZ";"13AZ";"13AZ";"----";"----"
"Import Errors";"TRAFFIC";"55";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP"
"Import Errors";"TRAFFIC";"56";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP"
"Import Errors";"TRAFFIC";"57";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP"
"Import Errors";"TRAFFIC";"58";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----"
"Import Errors";"TRAFFIC";"59";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"????";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----";"----";"----";"----";"15CP";"15CP";"15CP";"15CP";"15CP";"----"
